policy_id,policy_name,category,subcategory,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1333,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Finance,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v2.0,15/08/2023,Quarterly,Line Manager,Yes,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1334,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,Finance,"Outlines the background verification steps, timelines, and vendors used.",v1.2,04/01/2022,Quarterly,HR Manager,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1335,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Operations,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v1.0,24/02/2022,As Needed,Line Manager,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1336,Probation Period — Recruitment & Onboarding,Recruitment & Onboarding,Probation Period,Sales,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v1.0,14/02/2024,Quarterly,CHRO,Yes,2024,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1337,Referral Policy — Recruitment & Onboarding,Recruitment & Onboarding,Referral Policy,Marketing,"Outlines the background verification steps, timelines, and vendors used.",v2.1,22/12/2021,Bi-Annual,Department Head,No,2021,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1338,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Sales,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v2.0,09/02/2024,Annual,Line Manager,Yes,2024,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1339,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,IT,"Outlines the background verification steps, timelines, and vendors used.",v2.1,03/05/2022,Bi-Annual,Line Manager,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1340,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,Marketing,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v2.1,12/10/2022,Quarterly,HR Manager,Yes,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 10, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""Yes""}"
1341,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,Sales,Defines end-to-end recruitment process from job posting to offer rollout.,v3.0,28/05/2022,Bi-Annual,HR Manager,No,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""No""}"
1342,Offer Letter Policy — Recruitment & Onboarding,Recruitment & Onboarding,Offer Letter Policy,Finance,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v1.1,20/12/2024,Quarterly,Line Manager,No,2024,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1343,Hiring Process — Recruitment & Onboarding,Recruitment & Onboarding,Hiring Process,Customer Support,"Outlines the background verification steps, timelines, and vendors used.",v1.2,03/07/2021,As Needed,HR Manager,No,2021,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1344,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,Marketing,Defines end-to-end recruitment process from job posting to offer rollout.,v2.0,07/09/2022,Annual,Line Manager,No,2022,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1345,Onboarding Checklist — Recruitment & Onboarding,Recruitment & Onboarding,Onboarding Checklist,Marketing,Defines end-to-end recruitment process from job posting to offer rollout.,v3.0,08/09/2023,Quarterly,CHRO,No,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 10, ""joining_bonus_applicable"": ""Yes""}"
1346,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,HR,"Details the onboarding schedule, system access, and buddy programme for new joiners.",v1.0,08/10/2024,Bi-Annual,HR Executive,No,2024,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
1347,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Customer Support,"Outlines the background verification steps, timelines, and vendors used.",v2.1,23/12/2023,Bi-Annual,Department Head,No,2023,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 10000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""Yes""}"
1348,Referral Policy — Recruitment & Onboarding,Recruitment & Onboarding,Referral Policy,HR,Defines end-to-end recruitment process from job posting to offer rollout.,v1.2,14/07/2023,Annual,Department Head,Yes,2023,"{""probation_period_months"": 6, ""bgv_turnaround_days"": 21, ""referral_bonus_inr"": 15000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""Yes""}"
1349,Background Verification — Recruitment & Onboarding,Recruitment & Onboarding,Background Verification,Customer Support,"Covers the employee referral bonus structure, eligibility, and payout timeline.",v1.2,08/11/2022,Bi-Annual,Line Manager,Yes,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 14, ""referral_bonus_inr"": 5000, ""offer_validity_days"": 14, ""joining_bonus_applicable"": ""No""}"
1350,Referral Policy — Recruitment & Onboarding,Recruitment & Onboarding,Referral Policy,HR,"Specifies the components of an offer letter, validity period, and negotiation guidelines.",v2.0,06/04/2022,As Needed,HR Executive,No,2022,"{""probation_period_months"": 3, ""bgv_turnaround_days"": 7, ""referral_bonus_inr"": 25000, ""offer_validity_days"": 7, ""joining_bonus_applicable"": ""No""}"
1351,Skill Development — Training & Development,Training & Development,Skill Development,HR,Lists mandatory compliance and safety training modules and their completion deadlines.,v2.0,28/08/2023,As Needed,Line Manager,No,2023,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1352,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,IT,"Covers the LMS platform usage, course completion tracking, and learning hours target.",v2.1,15/01/2024,Annual,HR Manager,Yes,2024,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""Yes""}"
1353,External Certification — Training & Development,Training & Development,External Certification,Operations,Details eligibility criteria and curriculum for the leadership development programme.,v2.0,20/01/2023,As Needed,Department Head,Yes,2023,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1354,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Legal,Specifies reimbursement policy for external certifications and approved certification list.,v1.2,15/10/2022,Annual,HR Executive,Yes,2022,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""LinkedIn Learning"", ""training_during_office_hours"": ""No""}"
1355,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Admin,Lists mandatory compliance and safety training modules and their completion deadlines.,v3.0,24/09/2024,Annual,CHRO,No,2024,"{""annual_learning_budget_inr"": 10000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1356,Skill Development — Training & Development,Training & Development,Skill Development,HR,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v3.0,10/12/2023,As Needed,HR Manager,Yes,2023,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1357,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Admin,Lists mandatory compliance and safety training modules and their completion deadlines.,v2.0,08/04/2024,Annual,HR Executive,Yes,2024,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""Yes""}"
1358,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,IT,"Covers the LMS platform usage, course completion tracking, and learning hours target.",v1.1,02/11/2022,Bi-Annual,HR Manager,No,2022,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1359,Mandatory Training — Training & Development,Training & Development,Mandatory Training,HR,Specifies reimbursement policy for external certifications and approved certification list.,v1.1,24/10/2024,Bi-Annual,CHRO,No,2024,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""LinkedIn Learning"", ""training_during_office_hours"": ""No""}"
1360,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Sales,"Covers the LMS platform usage, course completion tracking, and learning hours target.",v1.2,23/05/2021,Bi-Annual,HR Executive,Yes,2021,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""Yes""}"
1361,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Customer Support,Specifies reimbursement policy for external certifications and approved certification list.,v3.0,09/09/2023,As Needed,CHRO,Yes,2023,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 16, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""No""}"
1362,Skill Development — Training & Development,Training & Development,Skill Development,Engineering,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v1.0,24/04/2021,As Needed,HR Manager,Yes,2021,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""LinkedIn Learning"", ""training_during_office_hours"": ""No""}"
1363,Skill Development — Training & Development,Training & Development,Skill Development,Sales,Details eligibility criteria and curriculum for the leadership development programme.,v1.2,04/11/2021,Quarterly,CHRO,Yes,2021,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1364,Leadership Programme — Training & Development,Training & Development,Leadership Programme,Engineering,Specifies reimbursement policy for external certifications and approved certification list.,v3.0,21/08/2022,As Needed,Department Head,No,2022,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1365,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Customer Support,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v3.0,05/05/2021,Quarterly,CHRO,Yes,2021,"{""annual_learning_budget_inr"": 5000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""No""}"
1366,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Engineering,Details eligibility criteria and curriculum for the leadership development programme.,v1.2,08/06/2024,Annual,HR Executive,Yes,2024,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""LinkedIn Learning"", ""training_during_office_hours"": ""Yes""}"
1367,Mandatory Training — Training & Development,Training & Development,Mandatory Training,Admin,Lists mandatory compliance and safety training modules and their completion deadlines.,v2.1,07/06/2022,As Needed,HR Manager,Yes,2022,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""Yes""}"
1368,Mandatory Training — Training & Development,Training & Development,Mandatory Training,IT,Specifies reimbursement policy for external certifications and approved certification list.,v1.0,22/10/2021,Quarterly,HR Manager,No,2021,"{""annual_learning_budget_inr"": 5000, ""mandatory_hours_per_year"": 24, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""Yes""}"
1369,E-Learning Policy — Training & Development,Training & Development,E-Learning Policy,Marketing,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v1.1,18/06/2023,Quarterly,Department Head,No,2023,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 8, ""certification_reimbursement"": ""No"", ""lms_platform"": ""Udemy for Business"", ""training_during_office_hours"": ""Yes""}"
1370,Mandatory Training — Training & Development,Training & Development,Mandatory Training,IT,"Covers the LMS platform usage, course completion tracking, and learning hours target.",v1.0,09/03/2023,Quarterly,Department Head,No,2023,"{""annual_learning_budget_inr"": 15000, ""mandatory_hours_per_year"": 16, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Coursera"", ""training_during_office_hours"": ""No""}"
1371,External Certification — Training & Development,Training & Development,External Certification,Engineering,"Outlines the annual learning budget, approved platforms, and skill gap assessment process.",v2.0,02/02/2024,Annual,HR Manager,No,2024,"{""annual_learning_budget_inr"": 25000, ""mandatory_hours_per_year"": 40, ""certification_reimbursement"": ""Yes"", ""lms_platform"": ""Internal LMS"", ""training_during_office_hours"": ""No""}"
